3996.46631	0.01835
3994.53751	0.01835
3992.60871	0.01829
3990.67992	0.01824
3988.75112	0.01823
3986.82232	0.01823
3984.89353	0.01824
3982.96473	0.01826
3981.03594	0.01827
3979.10714	0.01827
3977.17834	0.01823
3975.24955	0.01819
3973.32075	0.01820
3971.39195	0.01821
3969.46316	0.01823
3967.53436	0.01826
3965.60556	0.01826
3963.67677	0.01823
3961.74797	0.01825
3959.81917	0.01827
3957.89038	0.01824
3955.96158	0.01819
3954.03278	0.01815
3952.10399	0.01813
3950.17519	0.01819
3948.24640	0.01824
3946.31760	0.01821
3944.38880	0.01817
3942.46001	0.01819
3940.53121	0.01815
3938.60241	0.01806
3936.67362	0.01801
3934.74482	0.01800
3932.81602	0.01809
3930.88723	0.01820
3928.95843	0.01811
3927.02963	0.01798
3925.10084	0.01804
3923.17204	0.01813
3921.24324	0.01811
3919.31445	0.01811
3917.38565	0.01821
3915.45686	0.01822
3913.52806	0.01810
3911.59926	0.01798
3909.67047	0.01788
3907.74167	0.01778
3905.81287	0.01786
3903.88408	0.01815
3901.95528	0.01838
3900.02648	0.01843
3898.09769	0.01834
3896.16889	0.01804
3894.24009	0.01773
3892.31130	0.01775
3890.38250	0.01790
3888.45370	0.01786
3886.52491	0.01789
3884.59611	0.01803
3882.66731	0.01800
3880.73852	0.01802
3878.80972	0.01795
3876.88093	0.01769
3874.95213	0.01759
3873.02333	0.01761
3871.09454	0.01774
3869.16574	0.01794
3867.23694	0.01787
3865.30815	0.01779
3863.37935	0.01789
3861.45055	0.01784
3859.52176	0.01762
3857.59296	0.01736
3855.66416	0.01736
3853.73537	0.01808
3851.80657	0.01847
3849.87777	0.01803
3847.94898	0.01752
3846.02018	0.01730
3844.09139	0.01734
3842.16259	0.01745
3840.23379	0.01759
3838.30500	0.01781
3836.37620	0.01784
3834.44740	0.01762
3832.51861	0.01748
3830.58981	0.01740
3828.66101	0.01729
3826.73222	0.01720
3824.80342	0.01707
3822.87462	0.01708
3820.94583	0.01746
3819.01703	0.01755
3817.08823	0.01748
3815.15944	0.01755
3813.23064	0.01737
3811.30185	0.01703
3809.37305	0.01689
3807.44425	0.01709
3805.51546	0.01717
3803.58666	0.01706
3801.65786	0.01732
3799.72907	0.01753
3797.80027	0.01738
3795.87147	0.01726
3793.94268	0.01714
3792.01388	0.01697
3790.08508	0.01689
3788.15629	0.01686
3786.22749	0.01686
3784.29869	0.01689
3782.36990	0.01684
3780.44110	0.01683
3778.51230	0.01693
3776.58351	0.01686
3774.65471	0.01662
3772.72592	0.01649
3770.79712	0.01659
3768.86832	0.01678
3766.93953	0.01683
3765.01073	0.01676
3763.08193	0.01657
3761.15314	0.01646
3759.22434	0.01662
3757.29554	0.01669
3755.36675	0.01649
3753.43795	0.01639
3751.50915	0.01673
3749.58036	0.01699
3747.65156	0.01672
3745.72276	0.01662
3743.79397	0.01694
3741.86517	0.01683
3739.93638	0.01642
3738.00758	0.01630
3736.07878	0.01664
3734.14999	0.01694
3732.22119	0.01688
3730.29239	0.01662
3728.36360	0.01639
3726.43480	0.01636
3724.50600	0.01640
3722.57721	0.01637
3720.64841	0.01632
3718.71961	0.01623
3716.79082	0.01603
3714.86202	0.01584
3712.93322	0.01594
3711.00443	0.01634
3709.07563	0.01649
3707.14684	0.01633
3705.21804	0.01614
3703.28924	0.01618
3701.36045	0.01640
3699.43165	0.01648
3697.50285	0.01641
3695.57406	0.01632
3693.64526	0.01619
3691.71646	0.01617
3689.78767	0.01644
3687.85887	0.01664
3685.93007	0.01644
3684.00128	0.01617
3682.07248	0.01605
3680.14368	0.01599
3678.21489	0.01597
3676.28609	0.01635
3674.35730	0.01678
3672.42850	0.01668
3670.49970	0.01668
3668.57091	0.01680
3666.64211	0.01666
3664.71331	0.01650
3662.78452	0.01647
3660.85572	0.01645
3658.92692	0.01650
3656.99813	0.01679
3655.06933	0.01699
3653.14053	0.01685
3651.21174	0.01696
3649.28294	0.01766
3647.35414	0.01807
3645.42535	0.01786
3643.49655	0.01758
3641.56775	0.01749
3639.63896	0.01752
3637.71016	0.01758
3635.78137	0.01771
3633.85257	0.01785
3631.92377	0.01790
3629.99498	0.01818
3628.06618	0.01868
3626.13738	0.01866
3624.20859	0.01836
3622.27979	0.01825
3620.35099	0.01854
3618.42220	0.01898
3616.49340	0.01905
3614.56460	0.01897
3612.63581	0.01899
3610.70701	0.01903
3608.77821	0.01916
3606.84942	0.01928
3604.92062	0.01924
3602.99183	0.01927
3601.06303	0.01944
3599.13423	0.01956
3597.20544	0.01961
3595.27664	0.01977
3593.34784	0.01994
3591.41905	0.01993
3589.49025	0.02003
3587.56145	0.02045
3585.63266	0.02071
3583.70386	0.02062
3581.77506	0.02055
3579.84627	0.02065
3577.91747	0.02084
3575.98867	0.02102
3574.05988	0.02113
3572.13108	0.02112
3570.20229	0.02112
3568.27349	0.02151
3566.34469	0.02210
3564.41590	0.02223
3562.48710	0.02208
3560.55830	0.02205
3558.62951	0.02218
3556.70071	0.02234
3554.77191	0.02246
3552.84312	0.02262
3550.91432	0.02276
3548.98552	0.02284
3547.05673	0.02303
3545.12793	0.02334
3543.19913	0.02353
3541.27034	0.02352
3539.34154	0.02351
3537.41274	0.02364
3535.48395	0.02386
3533.55515	0.02403
3531.62636	0.02414
3529.69756	0.02426
3527.76876	0.02435
3525.83997	0.02444
3523.91117	0.02459
3521.98237	0.02474
3520.05358	0.02481
3518.12478	0.02491
3516.19598	0.02508
3514.26719	0.02522
3512.33839	0.02533
3510.40959	0.02549
3508.48080	0.02563
3506.55200	0.02570
3504.62320	0.02580
3502.69441	0.02601
3500.76561	0.02616
3498.83682	0.02620
3496.90802	0.02627
3494.97922	0.02638
3493.05043	0.02646
3491.12163	0.02653
3489.19283	0.02668
3487.26404	0.02686
3485.33524	0.02700
3483.40644	0.02714
3481.47765	0.02731
3479.54885	0.02742
3477.62005	0.02748
3475.69126	0.02757
3473.76246	0.02768
3471.83366	0.02779
3469.90487	0.02787
3467.97607	0.02795
3466.04728	0.02806
3464.11848	0.02820
3462.18968	0.02838
3460.26089	0.02851
3458.33209	0.02854
3456.40329	0.02862
3454.47450	0.02877
3452.54570	0.02887
3450.61690	0.02897
3448.68811	0.02914
3446.75931	0.02933
3444.83051	0.02943
3442.90172	0.02946
3440.97292	0.02949
3439.04412	0.02957
3437.11533	0.02970
3435.18653	0.02987
3433.25774	0.03004
3431.32894	0.03022
3429.40014	0.03035
3427.47135	0.03042
3425.54255	0.03054
3423.61375	0.03074
3421.68496	0.03091
3419.75616	0.03101
3417.82736	0.03112
3415.89857	0.03128
3413.96977	0.03145
3412.04097	0.03163
3410.11218	0.03181
3408.18338	0.03198
3406.25458	0.03213
3404.32579	0.03230
3402.39699	0.03250
3400.46819	0.03267
3398.53940	0.03279
3396.61060	0.03292
3394.68181	0.03309
3392.75301	0.03329
3390.82421	0.03346
3388.89542	0.03357
3386.96662	0.03367
3385.03782	0.03382
3383.10903	0.03401
3381.18023	0.03417
3379.25143	0.03430
3377.32264	0.03446
3375.39384	0.03468
3373.46504	0.03494
3371.53625	0.03526
3369.60745	0.03558
3367.67865	0.03577
3365.74986	0.03590
3363.82106	0.03613
3361.89227	0.03647
3359.96347	0.03681
3358.03467	0.03708
3356.10588	0.03735
3354.17708	0.03769
3352.24828	0.03806
3350.31949	0.03842
3348.39069	0.03875
3346.46189	0.03911
3344.53310	0.03950
3342.60430	0.03989
3340.67550	0.04029
3338.74671	0.04071
3336.81791	0.04113
3334.88911	0.04154
3332.96032	0.04197
3331.03152	0.04244
3329.10273	0.04301
3327.17393	0.04365
3325.24513	0.04424
3323.31634	0.04476
3321.38754	0.04532
3319.45874	0.04591
3317.52995	0.04652
3315.60115	0.04719
3313.67235	0.04791
3311.74356	0.04865
3309.81476	0.04940
3307.88596	0.05012
3305.95717	0.05073
3304.02837	0.05125
3302.09957	0.05179
3300.17078	0.05243
3298.24198	0.05310
3296.31318	0.05376
3294.38439	0.05440
3292.45559	0.05504
3290.52680	0.05569
3288.59800	0.05631
3286.66920	0.05691
3284.74041	0.05750
3282.81161	0.05808
3280.88281	0.05865
3278.95402	0.05923
3277.02522	0.05985
3275.09642	0.06049
3273.16763	0.06106
3271.23883	0.06145
3269.31003	0.06156
3267.38124	0.06158
3265.45244	0.06173
3263.52364	0.06190
3261.59485	0.06195
3259.66605	0.06197
3257.73726	0.06201
3255.80846	0.06198
3253.87966	0.06178
3251.95087	0.06155
3250.02207	0.06153
3248.09327	0.06158
3246.16448	0.06136
3244.23568	0.06089
3242.30688	0.06045
3240.37809	0.06008
3238.44929	0.05973
3236.52049	0.05948
3234.59170	0.05921
3232.66290	0.05860
3230.73410	0.05767
3228.80531	0.05679
3226.87651	0.05609
3224.94772	0.05545
3223.01892	0.05486
3221.09012	0.05436
3219.16133	0.05392
3217.23253	0.05346
3215.30373	0.05298
3213.37494	0.05249
3211.44614	0.05200
3209.51734	0.05156
3207.58855	0.05113
3205.65975	0.05065
3203.73095	0.05017
3201.80216	0.04969
3199.87336	0.04915
3197.94456	0.04862
3196.01577	0.04818
3194.08697	0.04780
3192.15817	0.04744
3190.22938	0.04705
3188.30058	0.04664
3186.37179	0.04619
3184.44299	0.04577
3182.51419	0.04537
3180.58540	0.04495
3178.65660	0.04452
3176.72780	0.04412
3174.79901	0.04374
3172.87021	0.04336
3170.94141	0.04306
3169.01262	0.04284
3167.08382	0.04261
3165.15502	0.04235
3163.22623	0.04207
3161.29743	0.04179
3159.36863	0.04148
3157.43984	0.04121
3155.51104	0.04104
3153.58225	0.04091
3151.65345	0.04061
3149.72465	0.04014
3147.79586	0.03973
3145.86706	0.03939
3143.93826	0.03908
3142.00947	0.03885
3140.08067	0.03868
3138.15187	0.03839
3136.22308	0.03799
3134.29428	0.03765
3132.36548	0.03743
3130.43669	0.03725
3128.50789	0.03700
3126.57909	0.03673
3124.65030	0.03659
3122.72150	0.03659
3120.79271	0.03659
3118.86391	0.03648
3116.93511	0.03627
3115.00632	0.03597
3113.07752	0.03565
3111.14872	0.03548
3109.21993	0.03538
3107.29113	0.03517
3105.36233	0.03491
3103.43354	0.03479
3101.50474	0.03477
3099.57594	0.03467
3097.64715	0.03448
3095.71835	0.03435
3093.78955	0.03431
3091.86076	0.03436
3089.93196	0.03442
3088.00317	0.03444
3086.07437	0.03450
3084.14557	0.03460
3082.21678	0.03466
3080.28798	0.03459
3078.35918	0.03436
3076.43039	0.03404
3074.50159	0.03380
3072.57279	0.03375
3070.64400	0.03394
3068.71520	0.03428
3066.78640	0.03460
3064.85761	0.03478
3062.92881	0.03478
3061.00001	0.03469
3059.07122	0.03456
3057.14242	0.03434
3055.21362	0.03398
3053.28483	0.03360
3051.35603	0.03331
3049.42724	0.03312
3047.49844	0.03306
3045.56964	0.03316
3043.64085	0.03327
3041.71205	0.03322
3039.78325	0.03296
3037.85446	0.03259
3035.92566	0.03225
3033.99686	0.03191
3032.06807	0.03155
3030.13927	0.03125
3028.21047	0.03111
3026.28168	0.03112
3024.35288	0.03116
3022.42408	0.03109
3020.49529	0.03086
3018.56649	0.03051
3016.63770	0.03014
3014.70890	0.02980
3012.78010	0.02945
3010.85131	0.02909
3008.92251	0.02876
3006.99371	0.02857
3005.06492	0.02850
3003.13612	0.02846
3001.20732	0.02839
2999.27853	0.02835
2997.34973	0.02834
2995.42093	0.02835
2993.49214	0.02839
2991.56334	0.02840
2989.63454	0.02836
2987.70575	0.02836
2985.77695	0.02841
2983.84816	0.02850
2981.91936	0.02860
2979.99056	0.02863
2978.06177	0.02859
2976.13297	0.02850
2974.20417	0.02839
2972.27538	0.02824
2970.34658	0.02812
2968.41778	0.02807
2966.48899	0.02813
2964.56019	0.02828
2962.63139	0.02842
2960.70260	0.02849
2958.77380	0.02857
2956.84500	0.02875
2954.91621	0.02895
2952.98741	0.02907
2951.05861	0.02913
2949.12982	0.02923
2947.20102	0.02940
2945.27223	0.02952
2943.34343	0.02956
2941.41463	0.02955
2939.48584	0.02954
2937.55704	0.02953
2935.62824	0.02951
2933.69945	0.02953
2931.77065	0.02962
2929.84185	0.02957
2927.91306	0.02927
2925.98426	0.02889
2924.05546	0.02864
2922.12667	0.02858
2920.19787	0.02874
2918.26907	0.02899
2916.34028	0.02914
2914.41148	0.02908
2912.48269	0.02879
2910.55389	0.02838
2908.62509	0.02803
2906.69630	0.02787
2904.76750	0.02786
2902.83870	0.02788
2900.90991	0.02788
2898.98111	0.02793
2897.05231	0.02802
2895.12352	0.02802
2893.19472	0.02793
2891.26592	0.02784
2889.33713	0.02778
2887.40833	0.02773
2885.47953	0.02769
2883.55074	0.02766
2881.62194	0.02765
2879.69315	0.02764
2877.76435	0.02766
2875.83555	0.02773
2873.90676	0.02776
2871.97796	0.02763
2870.04916	0.02744
2868.12037	0.02733
2866.19157	0.02729
2864.26277	0.02725
2862.33398	0.02723
2860.40518	0.02723
2858.47638	0.02721
2856.54759	0.02717
2854.61879	0.02711
2852.68999	0.02705
2850.76120	0.02699
2848.83240	0.02687
2846.90360	0.02663
2844.97481	0.02633
2843.04601	0.02610
2841.11722	0.02600
2839.18842	0.02590
2837.25962	0.02566
2835.33083	0.02536
2833.40203	0.02510
2831.47323	0.02488
2829.54444	0.02470
2827.61564	0.02458
2825.68684	0.02451
2823.75805	0.02442
2821.82925	0.02432
2819.90045	0.02421
2817.97166	0.02408
2816.04286	0.02396
2814.11406	0.02388
2812.18527	0.02386
2810.25647	0.02386
2808.32768	0.02377
2806.39888	0.02365
2804.47008	0.02356
2802.54129	0.02352
2800.61249	0.02353
2798.68369	0.02355
2796.75490	0.02347
2794.82610	0.02337
2792.89730	0.02337
2790.96851	0.02343
2789.03971	0.02340
2787.11091	0.02325
2785.18212	0.02311
2783.25332	0.02310
2781.32452	0.02316
2779.39573	0.02325
2777.46693	0.02340
2775.53814	0.02357
2773.60934	0.02360
2771.68054	0.02353
2769.75175	0.02347
2767.82295	0.02343
2765.89415	0.02336
2763.96536	0.02330
2762.03656	0.02326
2760.10776	0.02320
2758.17897	0.02312
2756.25017	0.02302
2754.32137	0.02293
2752.39258	0.02288
2750.46378	0.02283
2748.53498	0.02275
2746.60619	0.02262
2744.67739	0.02247
2742.74860	0.02235
2740.81980	0.02229
2738.89100	0.02224
2736.96221	0.02219
2735.03341	0.02212
2733.10461	0.02207
2731.17582	0.02208
2729.24702	0.02213
2727.31822	0.02218
2725.38943	0.02215
2723.46063	0.02210
2721.53183	0.02208
2719.60304	0.02208
2717.67424	0.02210
2715.74544	0.02213
2713.81665	0.02216
2711.88785	0.02219
2709.95905	0.02218
2708.03026	0.02213
2706.10146	0.02204
2704.17267	0.02194
2702.24387	0.02185
2700.31507	0.02176
2698.38628	0.02165
2696.45748	0.02153
2694.52868	0.02144
2692.59989	0.02138
2690.67109	0.02135
2688.74229	0.02134
2686.81350	0.02130
2684.88470	0.02125
2682.95590	0.02122
2681.02711	0.02121
2679.09831	0.02119
2677.16951	0.02114
2675.24072	0.02110
2673.31192	0.02107
2671.38313	0.02103
2669.45433	0.02099
2667.52553	0.02098
2665.59674	0.02102
2663.66794	0.02107
2661.73914	0.02110
2659.81035	0.02112
2657.88155	0.02115
2655.95275	0.02118
2654.02396	0.02119
2652.09516	0.02116
2650.16636	0.02111
2648.23757	0.02105
2646.30877	0.02096
2644.37997	0.02082
2642.45118	0.02068
2640.52238	0.02058
2638.59359	0.02051
2636.66479	0.02046
2634.73599	0.02042
2632.80720	0.02036
2630.87840	0.02032
2628.94960	0.02032
2627.02081	0.02032
2625.09201	0.02025
2623.16321	0.02011
2621.23442	0.01997
2619.30562	0.01986
2617.37682	0.01977
